Cloud,Noun,سحابة,A white fluffy cloud.
Clout,Noun,نفوذ/ضربة,He has political clout.
Clove,Noun,قرنفل,A fragrant clove spice.
Clover,Noun,نبات البرسيم,Find a four-leaf clover.
Clown,Noun,مهرج,The funny circus clown.
Club,Noun,نادي/عصا,Join the tennis club.
Clue,Noun,دليل,Find a new clue.
Clump,Noun,كتلة/مجموعة شجر,A clump of tall grass.
Clumsy,Adjective,أخرق,A clumsy person trips.
Clung,Verb (Past),تشبث,He clung to the wall.
Cluster,Noun,عنقود/مجموعة,A cluster of stars.
Clutch,Verb,يتمسك بشدة,Clutch the handle tightly.
Clutter,Noun,فوضى/تراكم,Clear the desk clutter.
Coach,Noun/Verb,مدرب/يدرب,The coach teaches well.
Coagulate,Verb,يتجلط,Blood will coagulate quickly.
Coal,Noun,فحم,Burn coal for energy.
Coalesce,Verb,يندمج/يتحد,Small groups will coalesce.
Coalition,Noun,تحالف,Form a broad coalition.
Coarse,Adjective,خشن,Wear a coarse fabric.
Coast,Noun,ساحل,Live near the coast.
Coaster,Noun,قاعدة أكواب,Use a glass coaster.
Coat,Noun,معطف/طبقة,A thick winter coat.
Coax,Verb,يستعطف/يغري,Coax the cat to eat.
Cobalt,Noun,كوبالت,Use cobalt blue paint.
Cobble,Noun,حجر رصف,Walk on the cobble path.
Cobra,Noun,كوبرا,A dangerous hooded cobra.
Cobweb,Noun,نسيج عنكبوت,Clean the dusty cobweb.
Cock,Verb/Noun,يصوب/ديك,Cock the antique gun.
Cockpit,Noun,قمرة قيادة,Sit in the cockpit.
Cockroach,Noun,صرصور,See a large cockroach.
Cocktail,Noun,كوكتيل,Serve a fruit cocktail.
Cocoa,Noun,كاكاو,Drink a cup of cocoa.
Coconut,Noun,جوز الهند,Crack a fresh coconut.
Cocoon,Noun,شرنقة,The moth in a cocoon.
Cod,Noun,سمك القد,Eat fresh grilled cod.
Code,Noun,شفرة/كود,Write a computer code.
Codify,Verb,يُقنن/يصنف,Codify the state laws.
Coerce,Verb,يُكره,Don't coerce others.
Coexistence,Noun,تعايش,Promote peaceful coexistence.
Coffee,Noun,قهوة,Drink hot morning coffee.
Coffer,Noun,صندوق مال,The king's heavy coffer.
Coffin,Noun,تابوت,The wooden burial coffin.
Cog,Noun,ترس,A small machine cog.
Cogent,Adjective,مقنع,A cogent legal argument.
Cognitive,Adjective,معرفي,Develop cognitive skills.
Cognizant,Adjective,مدرك,Be cognizant of dangers.
Cohere,Verb,يماسِك/يتماسك,The ideas must cohere.
Coherent,Adjective,متماسك,A coherent speech plan.
Cohesion,Noun,تماسك,Social cohesion is vital.
Cohort,Noun,مجموعة/فوج,A young cohort of students.
Coil,Verb,يلتف/يُلف,Coil the long rope.
Coin,Noun/Verb,عملة/يخترع (كلمة),Coin a new term.
Coincide,Verb,يتزامن,Events will coincide.
Coincidence,Noun,صدفة,A strange coincidence.
Coke,Noun,فحم كوك/مشروب,Use coke in the furnace.
Cold,Adjective,بارد,A very cold winter.
Collaborate,Verb,يتعاون,Collaborate on the project.
Collage,Noun,كولاج/تجميع صور,Make a paper collage.
Collapse,Verb,ينهار,The old roof will collapse.
Collar,Noun,ياقة,Adjust your shirt collar.
Collate,Verb,يُطابق/يجمع,Collate the page numbers.
Collateral,Noun,ضمان/رهن,Provide financial collateral.
Colleague,Noun,زميل,Work with a colleague.
Collect,Verb,يجمع,Collect rare stamps.
Collection,Noun,مجموعة,A vast art collection.
Collective,Adjective,جماعي,A collective effort.
College,Noun,كلية,Attend the state college.
Collide,Verb,يصطدم,The two cars collide.
Collier,Noun,عامل منجم فحم,The collier works hard.
Colliery,Noun,منجم فحم,Visit the deep colliery.
Collision,Noun,اصطدام,A serious highway collision.
Colloquial,Adjective,عامي,Use colloquial language.
Colloquy,Noun,حوار/حديث,A formal scientific colloquy.
Collude,Verb,يتواطأ,They collude in secrets.
Colon,Noun,نقطتان رأسيتان/قولون,Use a colon here.
Colonel,Noun,عقيد,The army colonel spoke.
Colonial,Adjective,استعماري,The colonial past era.
Colony,Noun,مستعمرة,A large bee colony.
Color,Noun/Verb,لون/يلون,Color the picture bright.
Colossal,Adjective,هائل,A colossal stone statue.
Colporteur,Noun,بائع كتب متجول,The local colporteur arrived.
Colt,Noun,مهر (صغير الحصان),The young playful colt.
Column,Noun,عمود,A tall marble column.
Coma,Noun,غيبوبة,Fall into a deep coma.
Comatose,Adjective,فاقد للوعي,The patient is comatose.
Comb,Verb/Noun,يمشط/مشط,Comb your hair well.
Combat,Noun/Verb,قتال/يحارب,Combat the deadly virus.
Combination,Noun,تركيبة,The right safe combination.
Combine,Verb,يجمع/يمزج,Combine ingredients well.
Combustible,Adjective,قابل للاشتعال,A highly combustible gas.
Combustion,Noun,احتراق,The process of combustion.
Come,Verb,يأتي,Come to the house.
Comedy,Noun,كوميديا,Watch a funny comedy.
Comely,Adjective,جميل/جذاب,A comely young lady.
Comestible,Noun,مأكولات,Buy tasty comestibles.
Comet,Noun,مذنب,Observe the bright comet.
Comfort,Noun/Verb,راحة/يواسي,Offer words of comfort.
Comic,Adjective/Noun,كوميدي/قصة مصورة,Read a comic book.
Comity,Noun,لياقة/تعاون,Act with international comity.
Comma,Noun,فاصلة,Use a comma here.
Command,Verb/Noun,يأمر/أمر,Follow the strict command.
Commandeer,Verb,يستولي على,Commandeer the spare boat.
Commander,Noun,قائد,The commander leads well.
Commemorate,Verb,يحيي ذكرى,Commemorate the great hero.
Commence,Verb,يبدأ,The meeting will commence.
Commend,Verb,يمدح/يوصي,Commend his brave actions.
Commensurate,Adjective,متناسب,Salary commensurate with skill.
Comment,Noun/Verb,تعليق/يعلق,Post a positive comment.
Commerce,Noun,تجارة,Develop international commerce.
Commercial,Adjective,تجاري,A commercial success.
Commingle,Verb,يختلط,Waters will commingle.
Commiserate,Verb,يتعاطف مع,Commiserate with victims.
Commissary,Noun,مخزن طعام,Visit the army commissary.
Commission,Noun/Verb,عمولة/يفوض,Commission a new work.
Commit,Verb,يرتكب/يلتزم,Commit to the plan.
Commitment,Noun,التزام,A strong personal commitment.
Committee,Noun,لجنة,Report to the committee.
Commodious,Adjective,فسيح,A commodious hotel room.
Commodity,Noun,سلعة,Trading a basic commodity.
Common,Adjective,مشترك/شائع,A very common mistake.
Commonplace,Adjective,مبتذل/عادي,A commonplace sight.
Commotion,Noun,ضجة/فوضى,A sudden street commotion.
Communal,Adjective,جماعي,A communal dining area.
Commune,Verb,يتواصل روحياً/يعيش في جماعة,Commune with nature.
Communicate,Verb,يتواصل,Communicate via email.
Communion,Noun,مشاركة/تناول,A deep spiritual communion.
Communiqué,Noun,بلاغ رسمي,Issue an official communiqué.
Community,Noun,مجتمع,Serve the local community.
Commute,Verb,يتنقل (للعمل),Commute by the train.
Compact,Adjective,مدمج/صغير,A compact laptop computer.
Companion,Noun,رفيق,My loyal travel companion.
Company,Noun,شركة/رفقة,Start a new company.
Comparable,Adjective,قابل للمقارنة,Results are comparable.
Compare,Verb,يقارن,Compare the two prices.
Comparison,Noun,مقارنة,Make a quick comparison.
Compartment,Noun,مقصورة,A small storage compartment.
Compass,Noun,بوصلة,Use a magnetic compass.
Compassion,Noun,رحمة,Show compassion to all.
Compatible,Adjective,متوافق,Programs are compatible.
Compel,Verb,يجبر,Do not compel him.
Compendious,Adjective,مختصر,A compendious reference guide.
Compendium,Noun,موجز,A compendium of facts.
Compensate,Verb,يعوض,Compensate for the loss.
Compete,Verb,يتنافس,Compete for the prize.
Competent,Adjective,كفء,A highly competent teacher.
Compile,Verb,يجمع/يؤلف,Compile all the data.
Complacent,Adjective,مكتفٍ ذاتياً/مغرور,Avoid being too complacent.
